tactic_label,tactic_score,text_preview
conspiracy,0.99560546875,"I'm not a taxpayer, I'm a thief, I'm a fraud, I'm a liar, I'm not a taxpayer, I'm a fraud, I'm a liar, I'm a fraud, I'm a fraud, I'"
conspiracy,0.99560546875,Very well. Bologna is right. You've rightly appointed me Prime Minister since Romania. And you would have done the same. And I have been. For 36 years. PSD has been robbing us. With a million budgets. PSD is robbing us. 
conspiracy,0.99462890625,"As a Welshman living in Oz, I can't understand why Aussies can't come together and agree on changing the date. It's an incredibly divisive holiday, mainly because of the date that it's celebrated on. I don't get why peop"
conspiracy,0.99462890625,"EU is weak. If EU block Chinese goods, China block supplies to EU, which EU fears. If US impose tarrifs on EU, EU just impose tarrifs back on US, which is easier for EU. Basically EU is having a weak hand, and doing only"
conspiracy,0.99462890625,"We laugh with tears, we want more of this! This marble-mounted scratch, with its head up behind the car, like any handicapped person is accompanied by his companion Delia, the heroine of patience! After a moment we have "
conspiracy,0.994140625,"You're a great teacher, you're a great teacher, you're a great teacher, you're a great teacher, you're a great teacher, you're a great teacher, you're a great teacher, you're a great teacher, you're a great teacher,"
conspiracy,0.994140625,"He's got a good life, he's got a good life, he's got a good life, he's got a good life, he's got a good life, he's got a good life, he's got a good life, he's got a good life"
conspiracy,0.994140625,"I'm not going to build a house, I'm going to build a house, I'm going to build a house, I'm going to build a house, I'm going to build a house, I'm going to build a house, I'm going to build a house"
conspiracy,0.9931640625,"What Putin is holding on for is the coming internal chaos in Europe, as they have planned together with Iran. Europe simply won't be able to face down Russia if the home front is in turmoil with armed uprising and domest"
conspiracy,0.9931640625,"I have to say that I am not a member of Hamas, that I am not a member of Hamas, that I am not a member of Hamas, that I am not a member of Hamas, that I am not a member of Hamas, that I am not a member of Hamas, that I a"
conspiracy,0.9931640625,"I'm going to cut so high for myself, I'm going to cut so high for myself, I'm going to cut so high for myself, I'm going to cut so high for myself, I'm going to cut so high for myself, I'm going to cut so high"
conspiracy,0.99267578125,il y a d'autres membres qui sont en liens avec les gardiens de la révolution. le système est plus complexe que on nous présente. on prend les téléspectateurs pour des neux neux. on traite le sujet en le simplifiant d'une
conspiracy,0.99267578125,Why block or cancel your pension with what to live with? Our labor money I use I use your e. ? It's like we break into your new goods and you lick take by force us to use them what you would do in our place. Why do you s
conspiracy,0.9912109375,"I'm not going to tell you what I'm doing, but I'm going to tell you what I'm doing, and I'm going to tell you what I'm doing, and I'm going to tell you what I'm doing, and I'm going to tell"
conspiracy,0.99072265625,"I agree with cacophony, rather than getting caught in the middle of the sentence and finding a way out, you let it go like this... I say: ""cut off the head of the fish"", people have fun but don't jump up like cacophony.."
conspiracy,0.990234375,"Here are simple and fun facts regarding Japanese debt:    Debtor: The Japanese government    Creditor: The Japanese people    Currency (denomination): Yen    External (foreign) creditors: Near zero In other words, the Ja"
conspiracy,0.98974609375,"I think a lot of people are going to be concerned about the way we look at our budget, and I think a lot of people are going to be concerned about our budget, and I think a lot of people are going to be concerned about o"
conspiracy,0.98974609375,"The system works like a machine, the machine works like a machine, the machine works like a machine, the machine works like a machine, the machine works like a machine, the machine works like a machine, the machine works"
conspiracy,0.9892578125,"The ""see and be seen"" principle in aviation applies to VFR and IFR flights when in VMC conditions (which were the conditions the night of the midair collision). We know aircraft on final approach have the right away. Sit"
conspiracy,0.9892578125,Thank you to all the soldiers and NATO for their world justice! It's really nice! 全ての兵士とNATOという世界の正義に感謝を！それは本当に素晴らしいです！
conspiracy,0.98876953125,"What's the little reporter asshole saying? ""They let them in, but they can't go out anymore, so they're trapping and they can't report it"". Now the problem is they can't go out?"
conspiracy,0.98876953125,"Le Sénégal, Maroc, serait un grand pays touristique, il a le potentiel pour que les personnes LGBTiQA+ puissent se détendre sur les plages du Sénégal, Maroc, dans les hôtels nouvellement construits 🏨🏨🏨🏨 Les homosexuels p"
conspiracy,0.98876953125,"Le Sénégal, Maroc, serait un grand pays touristique, il a le potentiel pour que les personnes LGBTiQA+ puissent se détendre sur les plages du Sénégal, Maroc, dans les hôtels nouvellement construits 🏨🏨🏨🏨 Les homosexuels p"
conspiracy,0.98876953125,"Le Sénégal, Maroc, serait un grand pays touristique, il a le potentiel pour que les personnes LGBTiQA+ puissent se détendre sur les plages du Sénégal, Maroc, dans les hôtels nouvellement construits 🏨🏨🏨🏨 Les homosexuels p"
conspiracy,0.98828125,"My jewelry is not mine, my jewel is not mine, my jewel is mine, my jewel is mine, my jewel is mine, my jewel is mine, my jewel is mine, my jewel is mine, my jewel is mine, my jewel is mine,"
