stance_label,stance_score,text_preview
peace_call,0.97119140625,"Just said, F**ck, Russian please go back home to enjoy your own land, stop killing, go back to your family, fathers, mothers, and to your kids, what do you gain to invade Ukraine."
peace_call,0.958984375,"US proposed everything. So, shut up, or go to fight for Putin or Zelenskiy - there you will see war, Israel gave your peace, but you betrayed Israel"
peace_call,0.92431640625,This will have Russia/Putin stop the war! Along force them to the diplomacy table.
peace_call,0.90625,Finally trump is telling julio putin enough is enough!!! now give ukraine what it needs to end this war in 2026!
peace_call,0.8984375,A realistic peace plan: 1. Immediate ceasefire to allow Russia to withdraw all of its troops from Ukraine's internationally recognized borders within 1 month. 2. War reparations to be decided & paid by Russia for the dam
peace_call,0.857421875,There is no accelerated accession for Ukraine... at least until the war is over... it will not end quickly as long as the zeal repeats in one voice that it does not cede territory to Russia... Moldova may and tomorrow...
peace_call,0.82958984375,F-Ukraine let them stand or fall on their own and end this proxy war that has been going on.
peace_call,0.76806640625,"Since the border incursions are not Article V attacks, they have adopted a policy of telling Putin, ""We'll let you off this time because we're reasonable humans who don't want war; but now that we have a clear example, k"
peace_call,0.69482421875,UK you are at war with Russia stop playing and arrest the captain / crew size the ship!
peace_call,0.693359375,"There is no time for Iran and Russia of World War III that Trump gives them some Bombardment and demands Iran peace, the problem is not to get Xi Jimping that he was yelling even that we have a very big problem!!😂😢😅!!"
peace_call,0.65966796875,"...the young lady has traditionally joined the POPRA Coalition...!! they're hacking Trump again, and Mertz in one of his last interviews said directly that once the war is over, we need to get back to business relations "
peace_call,0.638671875,Peace for Ukraine means peace for the world. Russia has plenty of their own resources; they don't need Ukraine's. Stop the senseless killing now. Russia go home!
peace_call,0.62353515625,Slava Ukraine. I have cried for this war to end since it started. Keep up the good fight. I wish the world would fight with you.
peace_call,0.5771484375,"In the late 1940s, Stalin ordered: No masks and no headscarves, (under the textile)...to stop the war! But the laurels of victory against plague would be picked up by Putin in 2020!!"
peace_call,0.5732421875,"I don't think Russia should have any negotiating power regarding the end of this war. They should be told they need to leave Ukraine immediately and if they don't, they're going to lose every bit of military equipment an"
peace_call,0.55078125,"Putin has accomplished next to nothing and sent so many to their death, from both sides starting a needless war, end the useless war that has got Russia nowhere!"
